price_info,pricedt,Y,Date of price validity - Date of price applicability Always 10 characters
price_info,price_prev,Y,Price prior to change date - Previous Price Up to a maximum of 9 integers
price_info,price_basiscd,,"Price basis flag - Basis of price code, narrative can be located in lookup file under tag <PRICE_BASIS> Always 4 digits"
reimb_info,appid,,AMPP identifier Up to a maximum of 18 digits
reimb_info,px_chrgs,Y,Prescription Charges Up to a maximum of 2 digits
reimb_info,disp_fees,Y,Dispensing Fees Up to a maximum of 2 digits
reimb_info,bb,Y,Broken Bulk indicator will be present and set to 1 if true 1 digit only
reimb_info,ltd_stab,,The Drug Tariff no longer identifies products for this purpose. Therefore this indicator is no longer populated in dm+d. The data field will persist but remains blank.
reimb_info,cal_pack,Y,Calendar pack indicator will be present and set to 1 if true 1 digit only
reimb_info,spec_contcd,Y,"Special Container Indicator code, narrative can be located in lookup file under tag <SPEC_CONT> Always 4 digits"
reimb_info,dnd,Y,Discount Not Deducted Indicator (previously Zero Discount Indicator) Always 4 digits
reimb_info,fp34d,Y,FP34D prescription item indicator will be present and set to 1 if true 1 digit only
ccontent,prntappid,,AMPP identifier for parent pack Up to a maximum of 18 digits
ccontent,chldappid,,AMPP identifier for sub pack Up to a maximum of 18 digits
ing,isid,,Ingredient Substance Identifier (SNOMED Code) Up to a maximum of 18 digits
ing,isiddt,Y,Date ingredient substance identifier became valid Always 10 characters
ing,isidprev,Y,Previous ingredient substance identifier (SNOMED Code) Up to a maximum of 18 digits
ing,invalid,Y,Invalidity flag - If set to 1 indicates this is an invalid entry in file. 1 digit only
ing,nm,,Ingredient Substance Name Up to a maximum of 255 characters
combination_pack_ind,cd,,Code Always 4 digits
combination_pack_ind,desc,,Description Up to a maximum of 60 characters
combination_prod_ind,cd,,Code Always 4 digits
combination_prod_ind,desc,,Description Up to a maximum of 60 characters
basis_of_name,cd,,Code Always 4 digits
basis_of_name,desc,,Description Up to a maximum of 150 characters
namechange_reason,cd,,Code Always 4 digits
namechange_reason,desc,,Description Up to a maximum of 150 characters
virtual_product_pres_status,cd,,Code Always 4 digits
virtual_product_pres_status,desc,,Description Up to a maximum of 60 characters
control_drug_category,cd,,Code Always 4 digits
control_drug_category,desc,,Description Up to a maximum of 60 characters
licensing_authority,cd,,Code Always 4 digits
licensing_authority,desc,,Description Up to a maximum of 60 characters
unit_of_measure,cd,,Code (SNOMED) Up to a maximum of 18 digits
unit_of_measure,cddt,Y,Date code is applicable from Always 10 characters
unit_of_measure,cdprev,Y,Previous code Up to a maximum of 18 digits
unit_of_measure,desc,,Description Up to a maximum of 150 characters
form,cd,,Code (SNOMED) Up to a maximum of 18 digits
form,cddt,Y,Date code is applicable from Always 10 characters
form,cdprev,Y,Previous code Up to a maximum of 18 digits
form,desc,,Description Up to a maximum of 60 characters
ont_form_route,cd,,Code Always 4 digits
ont_form_route,desc,,Description Up to a maximum of 60 characters
route,cd,,Code (SNOMED) Up to a maximum of 18 digits
route,cddt,Y,Date code is applicable from Always 10 characters
route,cdprev,Y,Previous code Up to a maximum of 18 digits
route,desc,,Description Up to a maximum of 60 characters
dt_payment_category,cd,,Code Always 4 characters
dt_payment_category,desc,,Description Up to a maximum of 60 characters
supplier,cd,,Code (SNOMED) Up to a maximum of 18 digits
supplier,cddt,Y,Date code is applicable from Always 10 characters
supplier,cdprev,Y,Previous code Up to a maximum of 18 digits
supplier,invalid,Y,Invalidity flag - If set to 1 entry is invalid. 1 digit only
supplier,desc,,Description Up to a maximum of 80 characters
flavour,cd,,Code Always 4 digits
flavour,desc,,Description Up to a maximum of 60 characters
colour,cd,,Code Always 4 digits
colour,desc,,Description Up to a maximum of 60 characters
basis_of_strnth,cd,,Code Always 4 digits
basis_of_strnth,desc,,Description Up to a maximum of 150 characters
reimbursement_status,cd,,Code Always 4 digits
reimbursement_status,desc,,Description Up to a maximum of 60 characters
spec_cont,cd,,Code Always 4 digits
spec_cont,desc,,Description Up to a maximum of 60 characters
dnd,cd,,Code Always 4 digits
dnd,desc,,Description Up to a maximum of 60 characters
virtual_product_non_avail,cd,,Code Always 4 digits
virtual_product_non_avail,desc,,Description Up to a maximum of 60 characters
discontinued_ind,cd,,Code Always 4 digits
discontinued_ind,desc,,Description Up to a maximum of 60 characters
df_indicator,cd,,Code 1 digit only
df_indicator,desc,,Description Up to a maximum of 20 characters
price_basis,cd,,Code Always 4 digits
price_basis,desc,,Description Up to a maximum of 60 characters
legal_category,cd,,Code Always 4 digits
legal_category,desc,,Description Up to a maximum of 60 characters
availability_restriction,cd,,Code Always 4 digits
availability_restriction,desc,,Description Up to a maximum of 60 characters
licensing_authority_change_reason,cd,,Code Always 4 digits
licensing_authority_change_reason,desc,,Description Up to a maximum of 60 characters
gtin,appid,,AMPP identifier (SNOMED code) Reference to AMPP on main AMPP file Up to a maximum of 18 digits
gtin,gtin,,GTIN Either 13 or 14 digits with the rightmost digit a Check Digit
gtin,startdt,,GTIN date - Date the GTIN became Valid Always 10 characters
gtin,enddt,Y,The date the GTIN became invalid Always 10 characters
